2024-05-16_23-59-03,./templates/recordings/cyul_app/2024-05-16_23-59-03.mp3, Thank you.
2024-05-17_01-14-06,./templates/recordings/cyul_app/2024-05-17_01-14-06.mp3," 5SP, 9 E, whiskey on the Montcal 3 5 onbound, 125 in 5bound, 290 901."
2024-05-17_01-14-14,./templates/recordings/cyul_app/2024-05-17_01-14-14.mp3," speedway 9N, do you have even shelf barf truth good morning, identified climb 1, 6,000"
2024-05-17_01-14-17,./templates/recordings/cyul_app/2024-05-17_01-14-17.mp3," 916000, 3980"
2024-05-17_01-15-43,./templates/recordings/cyul_app/2024-05-17_01-15-43.mp3," There is a lot of traffic, there is a lot of direct information on the BSP, the BSP is a lot of traffic, there is a lot of traffic."
2024-05-17_01-15-49,./templates/recordings/cyul_app/2024-05-17_01-15-49.mp3," Hello, I'm Carlos Zarro, and I'm going to make a difference between the two sides of the outside and the outside side of the outside and the far name of the outside."
2024-05-17_01-15-55,./templates/recordings/cyul_app/2024-05-17_01-15-55.mp3," Sir, that's the Z-1, C-1, C-3, always in traffic."
2024-05-17_01-16-00,./templates/recordings/cyul_app/2024-05-17_01-16-00.mp3," Copacadouzo Zolomatobacter watch Eversad, like Oobax, ages on the system."
2024-05-17_01-16-04,./templates/recordings/cyul_app/2024-05-17_01-16-04.mp3," Move up, Kishin, if you don't have any way like that."
2024-05-17_01-16-08,./templates/recordings/cyul_app/2024-05-17_01-16-08.mp3," Speedbar 9K, Wicke, proceed to hold ground in force."
2024-05-17_01-16-10,./templates/recordings/cyul_app/2024-05-17_01-16-10.mp3, The back is up on the sea with 9G.
2024-05-17_01-16-27,./templates/recordings/cyul_app/2024-05-17_01-16-27.mp3," 902C, 902C."
2024-05-17_01-16-30,./templates/recordings/cyul_app/2024-05-17_01-16-30.mp3," I'm sorry, Sega"
2024-05-17_01-16-32,./templates/recordings/cyul_app/2024-05-17_01-16-32.mp3," Alright, that's all available."
